Date,Overall Sentiment
2014-09-26,0
2014-09-27,0
2014-09-28,0
2014-09-29,0
2014-09-30,0
2014-10-01,0
2014-10-02,0
2014-10-03,-1
2014-10-04,-1
2014-10-05,0
2014-10-06,0
2014-10-07,0
2014-10-08,0
2014-10-09,0
2014-10-10,0
2014-10-11,0
2014-10-12,0
2014-10-13,0
2014-10-14,0
2014-10-15,-1
2014-10-16,0
2014-10-17,-1
2014-10-18,0
2014-10-19,0
2014-10-20,0
